AirWayBill;Carrier Prefix;Flight No.;Airport of Departure (code);Final Destination (code);Picked Up (Date);ETD;ETA;Docs released / Delivered (Date)
GVA945992;LX;2819;GVA;PVG;2019-02-12 13:00;2019-02-12 20:00:00.0;2019-02-14 07:55:00.0;
GVA945996;LX;2819;GVA;PVG;2019-02-12 13:00;2019-02-12 20:00:00.0;2019-02-14 07:55:00.0;
TPE621871;CA;1044/13;TPE;DUS;2019-02-12 15:00;2019-02-13 08:00:00.0;2019-02-14 08:00:00.0;
KUL113018;CI;5398/15;KUL;VCP;2019-02-12 10:00;2019-02-13 14:25:00.0;2019-02-14 08:10:00.0;
HEL706505;AY;085/13;HEL;PEK;2019-02-12 08:30;2019-02-13 17:30:00.0;2019-02-14 08:30:00.0;
IST984499;EK;0504/14;IST;BOM;2019-02-12 07:00;2019-02-12 20:05:00.0;2019-02-14 08:35:00.0;
IST984500;EK;0504/14;IST;BOM;2019-02-12 07:00;2019-02-12 20:05:00.0;2019-02-14 08:35:00.0;
72469626244;LX;160;BSL;NRT;2019-02-12 11:00;2019-02-12 19:50:00.0;2019-02-14 08:55:00.0;
72469626270;LX;160;BSL;NRT;2019-02-12 11:00;2019-02-12 19:50:00.0;2019-02-14 08:55:00.0;
BCN201306;IB;2601/14;BCN;EZE;2019-02-12 09:00;2019-02-14 01:00:00.0;2019-02-14 09:00:00.0;
TXG621874;CA;1044/13;TPE;FRA;2019-02-12 10:00;2019-02-13 08:00:00.0;2019-02-14 09:10:00.0;
DUS014229;TK;1528;DUS;ESB;2019-02-12 14:00;2019-02-13 11:20:00.0;2019-02-14 09:20:00.0;
MST100683;UA;021;MST;GRU;2019-02-12 13:04;2019-02-12 18:00:00.0;2019-02-14 09:50:00.0;
POA130550;LH;8265/13;VCP;FRA;2019-02-12 10:00;2019-02-13 07:50:00.0;2019-02-14 09:50:00.0;
TPE622003;OZ;301/14;TPE;DLC;2019-02-12 19:00;2019-02-13 13:00:00.0;2019-02-14 09:55:00.0;
DWC609308;SV;557/14;DWC;DMM;2019-02-12 09:20;2019-02-13 23:30:00.0;2019-02-14 10:00:00.0;
GOT097493;LH;8272/13;GOT;CWB;2019-02-12 10:00;2019-02-12 20:00:00.0;2019-02-14 10:00:00.0;
BIO300351;IB;6841/13;BIO;EZE;2019-02-12 10:00;2019-02-12 16:00:00.0;2019-02-14 10:00:00.0;
POA130552;AD;0161/14;VCP;ORD;2019-02-12 10:00;2019-02-13 21:00:00.0;2019-02-14 10:00:00.0;
SYD433569;TG;924/13;SYD;MST;2019-02-12 13:00;2019-02-13 01:00:00.0;2019-02-14 10:00:00.0;
DWC609304;SV;1126/14;DWC;DMM;2019-02-12 09:00;2019-02-12 23:30:00.0;2019-02-14 10:00:00.0;
NUE051696;LH;1238;FRA;PEK;2019-02-12 16:06;2019-02-13 11:50:00.0;2019-02-14 10:20:00.0;
EIN108028;CV;8201;EIN;LAX;2019-02-12 12:00;2019-02-13 10:00:00.0;2019-02-14 10:40:00.0;
KRK606312;LH;712/13;KTW;ICN;2019-02-12 11:30;2019-02-12 11:30:00.0;2019-02-14 10:45:00.0;
NRT211340;KL;862/13;NRT;EIN;2019-02-13 08:00;2019-02-13 11:25:00.0;2019-02-14 11:00:00.0;
SIN940857;CA;976;SIN;XIY;2019-02-12 16:16;2019-02-13 09:00:00.0;2019-02-14 11:05:00.0;
BKK315465;QR;8157/14;BKK;DUS;2019-02-12 10:00;2019-02-13 09:35:00.0;2019-02-14 11:45:00.0;
BKK315378;QR;8157/14;BKK;PRG;2019-02-12 13:00;2019-02-13 09:35:00.0;2019-02-14 11:45:00.0;
02031516122;LH;712;BSL;ICN;2019-02-12 10:00;2019-02-12 21:30:00.0;2019-02-14 12:00:00.0;
PVG081468;LX;222/14;PVG;MAO;2019-02-12 05:00;2019-02-13 09:10:00.0;2019-02-14 12:00:00.0;
02031516100;LH;712;BSL;ICN;2019-02-12 10:00;2019-02-12 21:30:00.0;2019-02-14 12:00:00.0;
TPE621852;CV;797/13;TPE;EIN;2019-02-12 11:00;2019-02-13 23:15:00.0;2019-02-14 12:15:00.0;
ZGN088472;QR;8221/14;HKG;FRA;2019-02-12 10:00;2019-02-13 20:05:00.0;2019-02-14 12:20:00.0;
BRE003046;P3;825;BRE;ATL;2019-02-12 15:43;2019-02-12 17:00:00.0;2019-02-14 12:20:00.0;
SZX159230;QR;8221/14;SZX;FRA;2019-02-12 10:00;2019-02-13 10:00:00.0;2019-02-14 12:20:00.0;
ZGN088468;QR;8221/14;HKG;FRA;2019-02-12 10:00;2019-02-13 20:05:00.0;2019-02-14 12:20:00.0;
ZGN088474;QR;8221/14;HKG;FRA;2019-02-12 10:00;2019-02-13 20:05:00.0;2019-02-14 12:20:00.0;
SZX159232;QR;8221/14;SZX;FRA;2019-02-12 10:00;2019-02-13 10:00:00.0;2019-02-14 12:20:00.0;
SZX159233;QR;8221/14;SZX;FRA;2019-02-12 10:00;2019-02-13 10:00:00.0;2019-02-14 12:20:00.0;
SZX159229;QR;8221/14;SZX;FRA;2019-02-12 10:00;2019-02-13 10:00:00.0;2019-02-14 12:20:00.0;
SZX159231;QR;8221/14;SZX;FRA;2019-02-12 10:00;2019-02-13 10:00:00.0;2019-02-14 12:20:00.0;
ZGN088470;QR;8221/14;HKG;FRA;2019-02-12 10:00;2019-02-13 20:05:00.0;2019-02-14 12:20:00.0;
DEL174303;MH;721/14;DEL;JKT;2019-02-12 10:40;2019-02-13 23:00:00.0;2019-02-14 12:30:00.0;
LNZ728797;AF;3622/14;LNZ;SEA;2019-02-12 11:00;2019-02-13 10:00:00.0;2019-02-14 12:30:00.0;
MUC024740;AC;873;MUC;YYZ;2019-02-12 08:01;2019-02-12 20:00:00.0;2019-02-14 12:35:00.0;
MUC024742;AC;873;MUC;YYZ;2019-02-12 08:01;2019-02-12 20:00:00.0;2019-02-14 12:35:00.0;
MUC024736;AC;873;MUC;YYZ;2019-02-12 08:01;2019-02-12 20:00:00.0;2019-02-14 12:35:00.0;
BKK315371;RJ;165/14;BKK;IST;2019-02-12 10:00;2019-02-13 00:20:00.0;2019-02-14 13:05:00.0;
GOT097405;KL;0623/14;GOT;ATL;2019-02-12 10:00;2019-02-12 22:00:00.0;2019-02-14 13:15:00.0;
MHG007060;7L;786;FRA;ORD;2019-02-12 09:53;2019-02-14 10:35:00.0;2019-02-14 13:20:00.0;
FKB014474;OZ;796;NUE;ICN;2019-02-12 11:19;2019-02-12 20:30:00.0;2019-02-14 13:40:00.0;
FKB014549;OZ;796;FKB;ICN;2019-02-12 15:06;2019-02-12 23:00:00.0;2019-02-14 13:40:00.0;
FKB014508;OZ;796;FKB;ICN;2019-02-12 09:41;2019-02-12 23:00:00.0;2019-02-14 13:40:00.0;
FKB014528;OZ;796;NUE;ICN;2019-02-12 11:45;2019-02-12 20:30:00.0;2019-02-14 13:40:00.0;
FKB014491;OZ;796;FRA;ICN;2019-02-12 12:45;2019-02-13 20:10:00.0;2019-02-14 13:40:00.0;
HAJ029625;OZ;796;FRA;ICN;2019-02-12 09:22;2019-02-13 20:10:00.0;2019-02-14 13:40:00.0;
FKB014541;OZ;796;FKB;ICN;2019-02-12 14:24;2019-02-12 23:00:00.0;2019-02-14 13:40:00.0;
05781389663;AF;0136;BSL;ORD;2019-02-12 11:00;2019-02-12 19:00:00.0;2019-02-14 13:55:00.0;
FKB014556;LH;7684;FKB;JFK;2019-02-12 15:06;2019-02-12 21:00:00.0;2019-02-14 14:20:00.0;
FKB014535;LH;7684;FKB;JFK;2019-02-12 15:06;2019-02-12 23:00:00.0;2019-02-14 14:20:00.0;
BKK152769;LX;066/14;BKK;VCP;2019-02-12 13:00;2019-02-13 13:05:00.0;2019-02-14 14:35:00.0;
BKK152768;LX;066/14;BKK;MAO;2019-02-12 13:00;2019-02-13 13:05:00.0;2019-02-14 14:35:00.0;
QGL348151;TK;6330;ZRH;IST;2019-02-12 10:00;2019-02-14 10:45:00.0;2019-02-14 14:35:00.0;
LYS408895;UA;914;LYS;IAD;2019-02-12 10:00;2019-02-12 22:00:00.0;2019-02-14 14:40:00.0;
LYS408898;UA;914;LYS;IAD;2019-02-12 10:00;2019-02-12 22:00:00.0;2019-02-14 14:40:00.0;
LYS408897;UA;914;LYS;IAD;2019-02-12 10:00;2019-02-12 22:00:00.0;2019-02-14 14:40:00.0;
NUE051798;LH;772;FRA;BKK;2019-02-12 16:06;2019-02-13 22:00:00.0;2019-02-14 14:45:00.0;
GOT097488;TG;0413/14;GOT;SIN;2019-02-12 10:00;2019-02-13 22:00:00.0;2019-02-14 14:50:00.0;
EIN108034;AA;8881;AMS;ORD;2019-02-12 15:00;2019-02-13 18:00:00.0;2019-02-14 14:55:00.0;
EIN108038;AA;8881;AMS;ORD;2019-02-12 15:00;2019-02-13 18:00:00.0;2019-02-14 14:55:00.0;
CDG125874;AA;049;CDG;DFW;2019-02-12 09:00;2019-02-14 11:30:00.0;2019-02-14 14:55:00.0;
BCN201307;LA;8115/13;BCN;GRU;2019-02-12 09:00;2019-02-13 23:00:00.0;2019-02-14 15:00:00.0;
08034238654;LO;705;DUS;MSQ;2019-02-12 14:00;2019-02-13 07:20:00.0;2019-02-14 15:05:00.0;
LHR323608;VS;019/14;LHR;LAS;2019-02-12 14:40;2019-02-14 11:50:00.0;2019-02-14 15:05:00.0;
LHR323611;VS;019/14;LHR;SFO;2019-02-12 14:30;2019-02-14 11:50:00.0;2019-02-14 15:05:00.0;
23533400183;TK;14021;FRA;LED;2019-02-12 14:10;2019-02-13 18:55:00.0;2019-02-14 15:15:00.0;
LNZ728845;OS;025/13;LNZ;BKK;2019-02-12 08:00;2019-02-12 22:30:00.0;2019-02-14 15:20:00.0;
LHR323617;VS;103/14;LHR;ATL;2019-02-12 14:40;2019-02-14 11:00:00.0;2019-02-14 15:30:00.0;
FKB014479;QR;9011;FKB;DFW;2019-02-12 14:02;2019-02-12 23:00:00.0;2019-02-14 15:30:00.0;
AMD393114;SQ;836/14;AMD;PVG;2019-02-12 10:30;2019-02-12 23:00:00.0;2019-02-14 15:30:00.0;
LHR323616;VS;103/14;LHR;ATL;2019-02-12 15:00;2019-02-14 11:00:00.0;2019-02-14 15:30:00.0;
07422657902;KL;0651;BSL;IAD;2019-02-12 11:00;2019-02-12 18:00:00.0;2019-02-14 15:50:00.0;
QGL347740;CV;8923;QGL;HKG;2019-02-12 10:00;2019-02-12 16:00:00.0;2019-02-14 15:55:00.0;
72469626174;LX;176;BSL;SIN;2019-02-12 10:00;2019-02-12 20:00:00.0;2019-02-14 16:00:00.0;
SIN940856;JL;038;SIN;NRT;2019-02-12 16:16;2019-02-14 02:15:00.0;2019-02-14 16:00:00.0;
72469626152;LX;176;BSL;SIN;2019-02-12 10:00;2019-02-12 20:00:00.0;2019-02-14 16:00:00.0;
72469626163;LX;176;BSL;SIN;2019-02-12 10:00;2019-02-12 20:00:00.0;2019-02-14 16:00:00.0;
KHH621915;MH;129/14;KHH;MEL;2019-02-12 07:00;2019-02-13 15:10:00.0;2019-02-14 16:00:00.0;
LYS408901;AF;6730;LYS;ORD;2019-02-12 10:00;2019-02-12 22:00:00.0;2019-02-14 16:10:00.0;
LYS408906;AF;6730;LYS;ORD;2019-02-12 10:00;2019-02-12 22:00:00.0;2019-02-14 16:10:00.0;
QGL348139;LX;038;ZRH;SFO;2019-02-12 10:00;2019-02-14 13:15:00.0;2019-02-14 16:15:00.0;
BCN201227;KE;0916/13;BCN;ICN;2019-02-12 09:00;2019-02-13 20:15:00.0;2019-02-14 16:15:00.0;
MNL600483;QR;777/14;MNL;MAO;2019-02-12 13:00;2019-02-12 23:20:00.0;2019-02-14 16:15:00.0;
QGL348119;LX;176;ZRH;SIN;2019-02-12 10:00;2019-02-13 22:45:00.0;2019-02-14 16:15:00.0;
NUE051732;ME;218;FRA;BEY;2019-02-12 00:00;2019-02-14 12:00:00.0;2019-02-14 16:50:00.0;
FKB014531;KL;8098;FRA;CUR;2019-02-12 12:15;2019-02-13 23:59:00.0;2019-02-14 16:55:00.0;
BSL127830;LH;098;BSL;YUL;2019-02-12 10:00;2019-02-14 09:15:00.0;2019-02-14 17:40:00.0;
LNZ728859;LX;064/14;LNZ;MIA;2019-02-12 11:00;2019-02-13 09:00:00.0;2019-02-14 17:45:00.0;
58019680894;RU;418;FRA;SVO;2019-02-12 14:00;2019-02-14 12:30:00.0;2019-02-14 17:50:00.0;
58019680883;RU;418;FRA;SVO;2019-02-12 14:00;2019-02-14 12:30:00.0;2019-02-14 17:50:00.0;
58019680916;RU;418;FRA;SVO;2019-02-12 14:00;2019-02-14 12:30:00.0;2019-02-14 17:50:00.0;
MAD833156;IB;6403/14;MAD;MEX;2019-02-12 14:00;2019-02-14 13:00:00.0;2019-02-14 18:00:00.0;
72469626126;LX;176;BSL;SIN;2019-02-12 10:00;2019-02-12 20:00:00.0;2019-02-14 18:00:00.0;
72469626233;LX;176;BSL;SIN;2019-02-12 11:00;2019-02-12 19:50:00.0;2019-02-14 18:00:00.0;
72469626115;LX;176;BSL;SIN;2019-02-12 10:00;2019-02-12 20:00:00.0;2019-02-14 18:00:00.0;
72469626045;LX;176;BSL;SIN;2019-02-12 10:00;2019-02-12 20:00:00.0;2019-02-14 18:00:00.0;
72469626093;LX;176;BSL;SIN;2019-02-12 10:00;2019-02-12 20:00:00.0;2019-02-14 18:00:00.0;
72469626104;LX;176;BSL;SIN;2019-02-12 10:00;2019-02-12 20:00:00.0;2019-02-14 18:00:00.0;
72469626130;LX;176;BSL;SIN;2019-02-12 10:00;2019-02-12 20:00:00.0;2019-02-14 18:00:00.0;
STR072160;IB;9040;STR;MEX;2019-02-12 13:27;2019-02-12 22:00:00.0;2019-02-14 18:05:00.0;
MUC024721;IB;9040;MUC;MEX;2019-02-12 12:51;2019-02-12 20:00:00.0;2019-02-14 18:05:00.0;
MUC024723;IB;9040;MUC;MEX;2019-02-12 12:51;2019-02-12 20:00:00.0;2019-02-14 18:05:00.0;
MUC024726;IB;9040;MUC;MEX;2019-02-12 12:51;2019-02-12 20:00:00.0;2019-02-14 18:05:00.0;
STR072164;IB;9040;STR;MEX;2019-02-12 15:00;2019-02-12 22:00:00.0;2019-02-14 18:05:00.0;
MUC024729;IB;9040;MUC;MEX;2019-02-12 12:51;2019-02-12 20:00:00.0;2019-02-14 18:05:00.0;
61859580323;SQ;0186;BSL;SGN;2019-02-12 11:00;2019-02-12 19:00:00.0;2019-02-14 18:40:00.0;
STR072352;P3;374;STR;NRT;2019-02-12 13:23;2019-02-12 22:00:00.0;2019-02-14 19:00:00.0;
BLR878261;QR;8139/14;BLR;ZIW;2019-02-12 12:00;2019-02-13 13:50:00.0;2019-02-14 19:00:00.0;
STR072416;P3;374;STR;NRT;2019-02-12 11:41;2019-02-12 22:00:00.0;2019-02-14 19:00:00.0;
NUE051772;P3;374;NUE;NRT;2019-02-12 15:21;2019-02-12 20:30:00.0;2019-02-14 19:00:00.0;
NUE051782;P3;374;NUE;NRT;2019-02-12 15:21;2019-02-12 20:30:00.0;2019-02-14 19:00:00.0;
BLR878207;QR;8139/14;BLR;BUH;2019-02-12 12:00;2019-02-13 13:50:00.0;2019-02-14 19:00:00.0;
STR072349;P3;374;STR;NRT;2019-02-12 13:23;2019-02-12 22:00:00.0;2019-02-14 19:00:00.0;
STR072425;P3;374;STR;NRT;2019-02-12 13:23;2019-02-12 22:00:00.0;2019-02-14 19:00:00.0;
MUC024724;P3;374;MUC;NRT;2019-02-12 12:43;2019-02-12 20:00:00.0;2019-02-14 19:00:00.0;
NUE051688;P33;374;MUC;NRT;2019-02-12 12:23;2019-02-12 20:00:00.0;2019-02-14 19:00:00.0;
05781389685;AF;0474;BSL;PTY;2019-02-12 11:00;2019-02-12 19:00:00.0;2019-02-14 19:05:00.0;
ICN607434;5Y;045/14;ICN;VCP;2019-02-12 14:16;2019-02-12 22:00:00.0;2019-02-14 19:10:00.0;
LHR323614;VS;001/14;LHR;EWR;2019-02-12 15:00;2019-02-14 16:15:00.0;2019-02-14 19:20:00.0;
LHR323613;VS;001/14;LHR;EWR;2019-02-12 15:00;2019-02-14 16:15:00.0;2019-02-14 19:20:00.0;
PRG609239;NH;8070/14;PRG;NRT;2019-02-12 07:00;2019-02-12 17:00:00.0;2019-02-14 19:30:00.0;
PRG609238;NH;8070/14;PRG;NRT;2019-02-12 07:00;2019-02-12 17:00:00.0;2019-02-14 19:30:00.0;
PRG609237;NH;8070/14;PRG;NRT;2019-02-12 07:00;2019-02-12 17:00:00.0;2019-02-14 19:30:00.0;
MUC024826;AF;305;MUC;DTW;2019-02-12 10:21;2019-02-12 20:00:00.0;2019-02-14 19:35:00.0;
EIN108037;UA;021;AMS;LAX;2019-02-12 18:00;2019-02-13 11:00:00.0;2019-02-14 19:49:00.0;
MUC024619;RJ;1080;MUC;AMM;2019-02-12 11:32;2019-02-13 19:00:00.0;2019-02-14 19:55:00.0;
QGL348127;TG;971;ZRH;SIN;2019-02-12 10:00;2019-02-13 13:30:00.0;2019-02-14 19:55:00.0;
NUE051506;UA;933;BRE;IAD;2019-02-12 15:43;2019-02-12 17:00:00.0;2019-02-14 20:10:00.0;
MST100676;TK;6586;MST;BLR;2019-02-12 14:01;2019-02-13 12:00:00.0;2019-02-14 20:30:00.0;
TPE621938;CX;036/14;TPE;ICN;2019-02-12 17:00;2019-02-13 12:55:00.0;2019-02-14 20:30:00.0;
23533653071;TK;6596;MST;BLR;2019-02-12 14:01;2019-02-13 12:00:00.0;2019-02-14 20:30:00.0;
SIN658803;EK;433;SIN;JNB;2019-02-12 19:23;2019-02-13 09:35:00.0;2019-02-14 20:50:00.0;
MHG007069;KE;530;FRA;KIX;2019-02-12 13:00;2019-02-13 17:25:00.0;2019-02-14 20:50:00.0;
PNQ196429;CA;1883/14;BOM;PVG;2019-02-12 10:00;2019-02-13 08:00:00.0;2019-02-14 21:00:00.0;
BRE003045;CV;7983;BRE;PVG;2019-02-12 15:40;2019-02-12 16:00:00.0;2019-02-14 21:45:00.0;
STR072262;CV;7983;STR;PVG;2019-02-12 08:25;2019-02-12 23:00:00.0;2019-02-14 21:45:00.0;
DUS014251;CV;7983;DUS;PVG;2019-02-12 12:53;2019-02-12 19:30:00.0;2019-02-14 21:45:00.0;
BUH714827;TK;0015/14;OTP;GRU;2019-02-12 12:00;2019-02-13 21:45:00.0;2019-02-14 22:00:00.0;
BUH714825;TK;0015/14;OTP;GRU;2019-02-12 12:00;2019-02-13 21:45:00.0;2019-02-14 22:00:00.0;
BUH714826;TK;0015/14;OTP;GRU;2019-02-12 12:00;2019-02-13 21:45:00.0;2019-02-14 22:00:00.0;
23533413365;TK;6492;BSL;EBB;2019-02-12 11:00;2019-02-12 17:00:00.0;2019-02-14 22:30:00.0;
TPE621878;MH;6800/14;TPE;PEN;2019-02-12 15:00;2019-02-13 15:10:00.0;2019-02-14 22:30:00.0;
TPE621879;MH;6800/14;TPE;PEN;2019-02-12 14:00;2019-02-13 15:10:00.0;2019-02-14 22:30:00.0;
TPE620715;MH;6800/14;TPE;PEN;2019-02-12 14:00;2019-02-13 15:10:00.0;2019-02-14 22:30:00.0;
06538735480;SV;934;BSL;JED;2019-02-12 10:00;2019-02-12 18:00:00.0;2019-02-14 22:55:00.0;
06538735491;SV;934;BSL;JED;2019-02-12 14:00;2019-02-12 18:00:00.0;2019-02-14 22:55:00.0;
06538735502;SV;934;BSL;JED;2019-02-12 14:00;2019-02-12 18:00:00.0;2019-02-14 22:55:00.0;
MUC024719;LH;520;MUC;MEX;2019-02-12 12:51;2019-02-12 17:00:00.0;2019-02-14 23:00:00.0;
23529816566;TK;651/14;ZRH;ALG;2019-02-12 09:41;2019-02-13 15:00:00.0;2019-02-14 23:00:00.0;
BLR878253;BA;9183/14;BLR;DTW;2019-02-12 12:00;2019-02-13 07:00:00.0;2019-02-14 23:00:00.0;
TXG621902;CV;797/13;TPE;BRU;2019-02-12 09:00;2019-02-13 23:15:00.0;2019-02-14 23:15:00.0;
NUE051465;QY;7334;FRA;BKK;2019-02-12 12:41;2019-02-13 19:00:00.0;2019-02-14 23:25:00.0;
NUE051686;QY;7334;NUE;BKK;2019-02-12 13:40;2019-02-12 20:30:00.0;2019-02-14 23:25:00.0;
NUE051687;QY;7334;NUE;BKK;2019-02-12 13:42;2019-02-12 20:30:00.0;2019-02-14 23:25:00.0;
PRG609187;QY;530/14;PRG;BKK;2019-02-12 08:00;2019-02-12 18:00:00.0;2019-02-14 23:25:00.0;
STR072318;QY;7334;STR;BKK;2019-02-12 13:53;2019-02-12 22:00:00.0;2019-02-14 23:25:00.0;
PRG609154;QY;530/14;PRG;BKK;2019-02-12 08:00;2019-02-12 18:00:00.0;2019-02-14 23:25:00.0;
BRE003047;QY;7334;BRE;BKK;2019-02-12 15:43;2019-02-12 17:30:00.0;2019-02-14 23:25:00.0;
BRE003053;EK;EK9933;BRE;MEX;2019-02-12 15:43;2019-02-12 17:00:00.0;2019-02-14 23:25:00.0;
SIN658839;TG;402;SIN;BLR;2019-02-12 19:27;2019-02-13 08:15:00.0;2019-02-14 23:55:00.0;
SIN658782;TG;402;SIN;BLR;2019-02-12 19:22;2019-02-13 08:15:00.0;2019-02-14 23:55:00.0;
SIN658825;TG;402;SIN;BLR;2019-02-12 19:25;2019-02-13 08:15:00.0;2019-02-14 23:55:00.0;
BLR878257;9W;6072/13;BLR;STR;2019-02-12 12:00;2019-02-13 01:50:00.0;2019-02-15 00:00:00.0;
STR072199;AF;305;STR;BLR;2019-02-12 10:32;2019-02-12 22:00:00.0;2019-02-15 00:15:00.0;
PRG609206;AF;194/14;PRG;BLR;2019-02-12 14:37;2019-02-12 18:00:00.0;2019-02-15 00:15:00.0;
STR071953;AF;305;STR;BLR;2019-02-12 11:45;2019-02-12 22:00:00.0;2019-02-15 00:15:00.0;
STR072207;AF;305;STR;BLR;2019-02-12 09:16;2019-02-12 22:00:00.0;2019-02-15 00:15:00.0;
PRG609214;AF;194/14;PRG;BLR;2019-02-12 08:00;2019-02-12 18:00:00.0;2019-02-15 00:15:00.0;
STR072046;AF;305;STR;BLR;2019-02-12 08:55;2019-02-12 22:00:00.0;2019-02-15 00:15:00.0;
STR072048;AF;305;STR;BLR;2019-02-12 08:55;2019-02-12 22:00:00.0;2019-02-15 00:15:00.0;
HAJ029570;AF;194/14;HAJ;BLR;2019-02-12 09:00;2019-02-12 09:00:00.0;2019-02-15 00:15:00.0;
STR072206;AF;305;STR;BLR;2019-02-12 08:25;2019-02-12 22:00:00.0;2019-02-15 00:15:00.0;
PRG609205;AF;194/14;PRG;BLR;2019-02-12 14:37;2019-02-12 18:00:00.0;2019-02-15 00:15:00.0;
STR072104;AF;305;STR;BLR;2019-02-12 14:18;2019-02-12 22:00:00.0;2019-02-15 00:15:00.0;
STR072183;AF;305;STR;BLR;2019-02-12 10:42;2019-02-12 22:00:00.0;2019-02-15 00:15:00.0;
PRG609208;AF;194/14;PRG;BLR;2019-02-12 14:38;2019-02-12 18:00:00.0;2019-02-15 00:15:00.0;
STR072381;AF;305;STR;BLR;2019-02-12 10:32;2019-02-12 22:00:00.0;2019-02-15 00:15:00.0;
AMS102240;QR;9747A;AMS;MEX;2019-02-12 11:00;2019-02-13 18:00:00.0;2019-02-15 00:25:00.0;
STR071307;QR;8222;STR;SGN;2019-02-12 08:55;2019-02-12 22:00:00.0;2019-02-15 00:50:00.0;
STR072101;9W;4006;STR;BLR;2019-02-12 12:49;2019-02-12 22:00:00.0;2019-02-15 00:50:00.0;
STR072302;9W;4006;STR;BLR;2019-02-12 14:13;2019-02-12 22:00:00.0;2019-02-15 00:50:00.0;
EIN108050;CA;1024;AMS;TPE;2019-02-12 17:00;2019-02-13 17:50:00.0;2019-02-15 00:50:00.0;
EIN108002;CA;1024;AMS;TPE;2019-02-12 11:00;2019-02-13 17:50:00.0;2019-02-15 00:50:00.0;
PRG609184;9W;235/14;PRG;BLR;2019-02-12 08:00;2019-02-12 18:00:00.0;2019-02-15 00:50:00.0;
STR072215;AF;305;STR;BLR;2019-02-12 08:55;2019-02-12 22:00:00.0;2019-02-15 00:50:00.0;
STR072233;9W;4006;STR;BLR;2019-02-12 12:48;2019-02-12 22:00:00.0;2019-02-15 00:50:00.0;
MUC024755;QR;8222;MUC;SGN;2019-02-12 11:56;2019-02-12 20:00:00.0;2019-02-15 00:50:00.0;
EIN107995;CA;1024;EIN;TPE;2019-02-12 09:29;2019-02-13 17:50:00.0;2019-02-15 00:50:00.0;
STR070872;QR;8222;STR;SGN;2019-02-12 14:13;2019-02-12 22:00:00.0;2019-02-15 00:50:00.0;
PRG609139;9W;235/14;PRG;BLR;2019-02-12 08:00;2019-02-12 18:00:00.0;2019-02-15 00:50:00.0;
STR071976;QR;8222;STR;SGN;2019-02-12 14:13;2019-02-12 22:00:00.0;2019-02-15 00:50:00.0;
STR071979;QR;8222;STR;SGN;2019-02-12 14:13;2019-02-12 22:00:00.0;2019-02-15 00:50:00.0;
STR072069;9W;4006;STR;BLR;2019-02-12 08:00;2019-02-12 22:00:00.0;2019-02-15 00:50:00.0;
PRG609207;9W;235/14;PRG;BLR;2019-02-12 14:38;2019-02-12 18:00:00.0;2019-02-15 00:50:00.0;
PRG609236;9W;235/14;PRG;BLR;2019-02-12 08:00;2019-02-12 18:00:00.0;2019-02-15 00:50:00.0;
EIN107998;CA;1024;EIN;TPE;2019-02-12 09:28;2019-02-13 17:50:00.0;2019-02-15 00:50:00.0;
EIN108000;CA;1024;EIN;TPE;2019-02-12 09:30;2019-02-13 17:50:00.0;2019-02-15 00:50:00.0;
EIN108010;CA;1024;EIN;TPE;2019-02-12 10:16;2019-02-13 17:50:00.0;2019-02-15 00:50:00.0;
STR071989;LH;756;STR;BOM;2019-02-12 10:32;2019-02-14 12:30:00.0;2019-02-15 01:00:00.0;
STR072235;LH;756;STR;BOM;2019-02-12 10:41;2019-02-14 12:30:00.0;2019-02-15 01:00:00.0;
MST100653;LH;7711;MST;LAX;2019-02-12 06:37;2019-02-12 10:00:00.0;2019-02-15 01:00:00.0;
STR072222;LH;756;STR;BOM;2019-02-12 13:23;2019-02-14 12:30:00.0;2019-02-15 01:00:00.0;
STR072241;LH;756;STR;BOM;2019-02-12 13:53;2019-02-14 12:30:00.0;2019-02-15 01:00:00.0;
02089957464;LH;0452;MST;LAX;2019-02-12 06:37;2019-02-12 10:00:00.0;2019-02-15 01:00:00.0;
STR072385;AF;305;STR;BLR;2019-02-12 12:57;2019-02-12 22:00:00.0;2019-02-15 01:50:00.0;
17233379743;CV;6104;BSL;TPE;2019-02-12 11:00;2019-02-12 20:00:00.0;2019-02-15 02:00:00.0;
MIL148027;QR;128;MIL;BLR;2019-02-12 09:00;2019-02-13 16:00:00.0;2019-02-15 02:00:00.0;
QGL348141;QR;096;ZRH;CMB;2019-02-12 10:00;2019-02-13 06:00:00.0;2019-02-15 02:00:00.0;
MST100684;QR;8202;MST;BOM;2019-02-12 07:57;2019-02-13 12:00:00.0;2019-02-15 02:40:00.0;
DUS014101;LH;7103;DUS;PEK;2019-02-12 14:00;2019-02-13 20:30:00.0;2019-02-15 03:05:00.0;
QGL347633;QR;094;ZRH;CMB;2019-02-12 10:00;2019-02-13 10:10:00.0;2019-02-15 03:05:00.0;
06531050950;SV;930;FRA;RUH;2019-02-12 00:00;2019-02-14 19:35:00.0;2019-02-15 03:10:00.0;
06531050946;SV;930;FRA;RUH;2019-02-12 00:00;2019-02-14 19:35:00.0;2019-02-15 03:10:00.0;
MUC024749;LH;8360;MUC;BOM;2019-02-12 12:51;2019-02-12 20:00:00.0;2019-02-15 04:20:00.0;
FKB014538;LH;8360;FKB;BOM;2019-02-12 13:47;2019-02-12 23:00:00.0;2019-02-15 04:20:00.0;
