AirWayBill;Carrier Prefix;Flight No.;Airport of Departure (code);Final Destination (code);Picked Up (Date);ETD;ETA;Docs released / Delivered (Date)
POA130865;M3;8070/21;GRU;FRA;2019-03-20 10:00;2019-03-21 22:00:00.0;2019-03-22 05:00:00.0;
LYS410064;AF;454;LYS;GRU;2019-03-14 10:00;2019-03-21 22:00:00.0;2019-03-24 08:20:00.0;
NRT212869;EK;506/23;NRT;BOM;2019-03-19 20:00;2019-03-21 22:00:00.0;2019-03-23 21:50:00.0;
NRT212916;EK;506/23;NRT;BOM;2019-03-19 20:00;2019-03-21 22:00:00.0;2019-03-23 21:50:00.0;
WAW120013;LX;8060/25;WRO;SGN;2019-03-19 15:00;2019-03-21 22:00:00.0;2019-03-26 06:40:00.0;
51249217674;RJ;034;BRU;AMM;2019-03-18 07:00;2019-03-21 22:00:00.0;2019-03-22 21:15:00.0;
BRU104696;RU;4421;BRU;PVG;2019-03-19 07:00;2019-03-21 22:00:00.0;2019-03-24 02:00:00.0;
BUD100557;LH;7441;BUD;TLV;2019-03-19 11:32;2019-03-21 22:00:00.0;2019-03-23 21:00:00.0;
STR077282;QY;7334;STR;BKK;2019-03-20 10:42;2019-03-21 22:00:00.0;2019-03-23 23:25:00.0;
GOT098552;TP;087/23;GOT;GRU;2019-03-20 10:00;2019-03-21 22:00:00.0;2019-03-24 06:20:00.0;
LYS410068;AF;454;LYS;GRU;2019-03-18 10:00;2019-03-21 22:00:00.0;2019-03-24 08:20:00.0;
15748339421;QR;662;FCO;CMB;2019-03-19 09:00;2019-03-21 22:05:00.0;2019-03-23 02:55:00.0;
EIN109981;CV;6104;EIN;TPE;2019-03-20 14:48;2019-03-21 22:20:00.0;2019-03-22 23:55:00.0;
AMS102963;AM;026;AMS;MEX;2019-03-19 08:00;2019-03-21 22:25:00.0;2019-03-22 04:05:00.0;
FMO008217;KL;9250;FMO;LAX;2019-03-15 17:00;2019-03-21 22:30:00.0;2019-03-22 12:55:00.0;
LHR325081;AM;008/21;LHR;MEX;2019-03-19 17:00;2019-03-21 22:30:00.0;2019-03-22 05:55:00.0;
LHR325094;AM;008/21;LHR;MEX;2019-03-20 12:40;2019-03-21 22:30:00.0;2019-03-22 05:55:00.0;
07423642905;KL;9250;FMO;LAX;2019-03-15 17:00;2019-03-21 22:30:00.0;2019-03-22 12:55:00.0;
CVG213435;CX;085;JFK;MNL;2019-03-18 15:56;2019-03-21 22:30:00.0;2019-03-23 18:40:00.0;
LUX367960;CV;6104/21;LUX;TBS;2019-03-11 20:17;2019-03-21 22:30:00.0;2019-03-22 04:40:00.0;
LUX368128;CV;6104/21;LUX;TBS;2019-03-15 19:20;2019-03-21 22:30:00.0;2019-03-22 04:40:00.0;
LHR325095;AV;8382/22;LHR;VVI;2019-03-20 12:20;2019-03-21 22:40:00.0;2019-03-23 01:44:00.0;
HEL706739;LH;8342/23;HEL;TLV;2019-03-19 13:00;2019-03-21 22:40:00.0;2019-03-23 13:30:00.0;
TPE624837;TK;6405/23;TPE;KRK;2019-03-20 17:00;2019-03-21 23:00:00.0;2019-03-24 22:00:00.0;
BCN201946;TK;6468/23;BCN;CAI;2019-03-18 09:00;2019-03-21 23:00:00.0;2019-03-23 23:00:00.0;
BCN201970;TK;6468/23;BCN;CAI;2019-03-18 09:00;2019-03-21 23:00:00.0;2019-03-23 23:00:00.0;
BCN201976;SQ;0182/22;BCN;NKG;2018-03-18 17:00;2019-03-21 23:00:00.0;2019-03-23 05:00:00.0;
BCN201998;LA;8026/23;BCN;SCL;2019-03-20 09:00;2019-03-21 23:00:00.0;2019-03-23 23:00:00.0;
PVG965746;CV;6993/21;PVG;STR;2019-03-19 15:00;2019-03-21 23:00:00.0;2019-03-26 08:30:00.0;
SZV016514;TK;1751/22;PVG;OSL;2019-03-17 08:43;2019-03-21 23:00:00.0;2019-03-22 10:45:00.0;
TXG624866;TK;6506/23;TPE;JNB;2019-03-19 18:00;2019-03-21 23:00:00.0;2019-03-24 00:50:00.0;
SAO758241;KL;792/21;GRU;AMS;2019-03-18 13:00;2019-03-21 23:00:00.0;2019-03-22 10:00:00.0;
SAO758242;JJ;1803/23;GRU;GUA;2019-03-18 14:30;2019-03-21 23:00:00.0;2019-03-23 19:00:00.0;
BCN202003;LA;8026/23;BCN;SCL;2019-03-20 11:00;2019-03-21 23:00:00.0;2019-03-23 23:00:00.0;
AMD393167;SQ;836/22;AMD;PVG;2019-03-19 10:30;2019-03-21 23:00:00.0;2019-03-22 15:30:00.0;
FKB015736;EK;9916;FKB;DWC;2019-03-20 15:13;2019-03-21 23:00:00.0;2019-03-25 23:45:00.0;
SAO758023;DL;5277/22;GRU;SDF;2019-03-15 17:36;2019-03-21 23:00:00.0;2019-03-23 19:00:00.0;
PVG967329;TK;457/22;PVG;KBP;2019-03-19 23:35;2019-03-21 23:00:00.0;2019-03-22 08:50:00.0;
TPE624943;TK;6405/23;TPE;KRK;2019-03-19 18:00;2019-03-21 23:00:00.0;2019-03-24 22:00:00.0;
TPE624954;TK;6405/23;TPE;WAW;2019-03-19 15:00;2019-03-21 23:00:00.0;2019-03-30 10:00:00.0;
MHG007541;LX;6301;FRA;DEL;2019-03-19 22:17;2019-03-21 23:00:00.0;2019-03-23 00:45:00.0;
FKB015710;3V;801/24;FKB;PVG;2019-03-20 12:32;2019-03-21 23:00:00.0;2019-03-25 00:30:00.0;
AMD393165;SQ;0012/23;AMD;NRT;2019-03-19 10:30;2019-03-21 23:00:00.0;2019-03-23 16:30:00.0;
FKB015717;5Y;600;FKB;HSV;2019-03-20 11:33;2019-03-21 23:00:00.0;2019-03-23 20:10:00.0;
FKB015734;QT;713;FKB;MDE;2019-03-20 14:48;2019-03-21 23:00:00.0;2019-03-28 16:50:00.0;
PVG968439;TK;1783/22;PVG;CPH;2019-03-20 06:38;2019-03-21 23:00:00.0;2019-03-22 10:55:00.0;
SAO758183;DL;4255/19;GRU;SEA;2019-03-13 14:30;2019-03-21 23:00:00.0;2019-03-22 20:00:00.0;
SAO758214;LX;180/23;GRU;BKK;2019-03-15 09:00;2019-03-21 23:00:00.0;2019-03-23 19:00:00.0;
TPE624843;TK;6405/23;TPE;WAW;2019-03-19 10:00;2019-03-21 23:00:00.0;2019-03-30 22:00:00.0;
BCN201947;TK;6468/23;BCN;CAI;2019-03-18 09:00;2019-03-21 23:00:00.0;2019-03-23 23:00:00.0;
PVG968673;TK;1751/22;PVG;OSL;2019-03-20 11:54;2019-03-21 23:00:00.0;2019-03-22 10:45:00.0;
BCN201975;IB;2601/21;BCN;EZE;2019-03-19 09:00;2019-03-21 23:00:00.0;2019-03-22 09:00:00.0;
FKB015707;3V;801/24;FKB;PVG;2019-03-20 12:32;2019-03-21 23:00:00.0;2019-03-25 00:30:00.0;
MNL601876;EK;793/23;MNL;LAD;2019-03-20 09:00;2019-03-21 23:10:00.0;2019-03-23 15:10:00.0;
SZX161433;CX;2090/22;SZX;ATL;2019-03-19 13:54;2019-03-21 23:15:00.0;2019-03-22 06:15:00.0;
HKG010251;TK;071;HKG;KBP;2019-03-18 08:00;2019-03-21 23:15:00.0;2019-03-23 08:50:00.0;
BOM339631;TG;0318/22;BOM;BKK;2019-03-19 10:30;2019-03-21 23:20:00.0;2019-03-22 05:05:00.0;
DWC609464;FZ;0865/22;DWC;DMM;2019-03-20 09:00;2019-03-21 23:30:00.0;2019-03-22 10:00:00.0;
BOG270024;QT;425/22;BOG;CLT;2019-03-19 09:00;2019-03-21 23:30:00.0;2019-03-22 14:30:00.0;
DWC609465;FZ;0865/22;DWC;DMM;2019-03-20 08:00;2019-03-21 23:30:00.0;2019-03-22 10:00:00.0;
TPE624564;CI;5879/21;TPE;MNL;2019-03-20 11:00;2019-03-21 23:40:00.0;2019-03-22 10:30:00.0;
MTY480173;AM;0003/21;MEX;CDG;2019-03-14 09:00;2019-03-21 23:55:00.0;2019-03-17 12:01:00.0;
SIN661256;SQ;026;SIN;JFK;2019-03-19 16:57;2019-03-21 23:55:00.0;2019-03-22 12:15:00.0;
MTY480146;AM;0003/21;MEX;CDG;2019-03-15 18:00;2019-03-21 23:55:00.0;2019-03-22 18:00:00.0;
PVG961695;CZ;451/22;PVG;AMS;2019-03-19 21:07;2019-03-22 00:05:00.0;2019-03-22 05:00:00.0;
PVG961690;CZ;451/22;PVG;AMS;2019-03-19 20:56;2019-03-22 00:05:00.0;2019-03-22 05:00:00.0;
PVG961693;CZ;451/22;PVG;AMS;2019-03-19 21:10;2019-03-22 00:05:00.0;2019-03-22 05:00:00.0;
PVG961694;CZ;451/22;PVG;AMS;2019-03-19 20:53;2019-03-22 00:05:00.0;2019-03-22 05:00:00.0;
PVG961691;CZ;451/22;PVG;AMS;2019-03-19 20:59;2019-03-22 00:05:00.0;2019-03-22 05:00:00.0;
PVG961692;CZ;451/22;PVG;AMS;2019-03-19 21:04;2019-03-22 00:05:00.0;2019-03-22 05:00:00.0;
BLR879276;MH;607/21;BLR;SIN;2019-03-18 17:00;2019-03-22 00:30:00.0;2019-03-21 20:35:00.0;
BLR879300;MH;0605/22;BLR;SIN;2019-03-19 17:00;2019-03-22 00:30:00.0;2019-03-23 19:00:00.0;
BLR879326;MH;0721/23;BLR;CGK;2019-03-20 12:00;2019-03-22 00:30:00.0;2019-03-23 19:00:00.0;
HKG100285;CX;749;HKG;JNB;2019-03-16 14:47;2019-03-22 00:30:00.0;2019-03-20 07:30:00.0;
CKG072297;CA;931A/22;CKG;FRA;2019-03-19 16:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
CKG072303;CA;931A/22;CKG;FRA;2019-03-20 14:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
CKG072308;CA;931A/22;CKG;FRA;2019-03-20 14:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
NKG214216;SQ;7833/22;PVG;SIN;2019-03-20 10:00;2019-03-22 01:00:00.0;2019-03-22 10:01:00.0;
BLR879352;TG;0662/23;BLR;PVG;2019-03-20 14:00;2019-03-22 01:00:00.0;2019-03-23 06:25:00.0;
BLR879354;TG;0326/22;BLR;BKK;2019-03-20 14:00;2019-03-22 01:00:00.0;2019-03-22 06:15:00.0;
CKG072294;CA;931A/22;CKG;FRA;2019-03-18 14:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
CKG072305;CA;931A/22;CKG;FRA;2019-03-20 14:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
CKG072306;CA;931A/22;CKG;FRA;2019-03-20 14:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
CKG072307;CA;931A/22;CKG;FRA;2019-03-20 14:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
BLR879311;TG;0413/22;BLR;SIN;2019-03-20 15:00;2019-03-22 01:00:00.0;2019-03-22 17:00:00.0;
BLR879337;TG;0624/22;BLR;MNL;2019-03-20 12:00;2019-03-22 01:00:00.0;2019-03-22 19:00:00.0;
CKG072293;CA;931A/22;CKG;FRA;2019-03-18 14:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
CKG072295;CA;931A/22;CKG;FRA;2019-03-18 14:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
CKG072296;CA;931A/22;CKG;FRA;2019-03-19 16:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
CKG072300;CA;931A/22;CKG;FRA;2019-03-20 14:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
CKG072301;CA;931A/22;CKG;FRA;2019-03-20 14:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
CKG072302;CA;931A/22;CKG;FRA;2019-03-20 14:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
KIX679934;7L;607/22;KIX;ZRH;2019-03-20 09:30;2019-03-22 01:00:00.0;2019-03-25 10:30:00.0;
NKG214189;SQ;7833/22;PVG;MNL;2019-03-20 10:00;2019-03-22 01:00:00.0;2019-03-25 10:00:00.0;
BLR879310;TG;0326/22;BLR;BKK;2019-03-20 12:00;2019-03-22 01:00:00.0;2019-03-22 06:15:00.0;
BLR878622;TG;0640/22;BLR;NRT;2019-03-18 17:00;2019-03-22 01:00:00.0;2019-03-23 15:00:00.0;
CKG072298;CA;931A/22;CKG;FRA;2019-03-19 16:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
CKG072299;CA;931A/22;CKG;FRA;2019-03-20 14:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
CKG072304;CA;931A/22;CKG;FRA;2019-03-20 14:00;2019-03-22 01:00:00.0;2019-03-22 02:00:00.0;
SZV016465;UA;858/21;PVG;SFO;2019-03-09 07:33;2019-03-22 01:27:00.0;2019-03-23 01:27:00.0;
BSL128034;EK;4045;BSL;PVG;2019-03-20 10:00;2019-03-22 01:30:00.0;2019-03-24 02:30:00.0;
BLR879331;CX;524/24;BLR;NRT;2019-03-20 10:30;2019-03-22 01:30:00.0;2019-03-24 06:35:00.0;
BLR879333;CX;524/24;BLR;NRT;2019-03-20 10:30;2019-03-22 01:30:00.0;2019-03-24 06:35:00.0;
BLR879335;CX;418/23;BLR;ICN;2019-03-20 10:30;2019-03-22 01:30:00.0;2019-03-23 18:55:00.0;
BLR879336;CX;418/23;BLR;ICN;2019-03-20 10:30;2019-03-22 01:30:00.0;2019-03-23 18:55:00.0;
BLR878624;CX;418/23;BLR;MNL;2019-03-20 10:35;2019-03-22 01:30:00.0;2019-03-22 18:35:00.0;
BLR879332;CX;524/24;BLR;NRT;2019-03-20 10:30;2019-03-22 01:30:00.0;2019-03-24 06:35:00.0;
BLR879334;CX;418/23;BLR;ICN;2019-03-20 10:30;2019-03-22 01:30:00.0;2019-03-23 18:55:00.0;
DWC609463;AF;0655/22;DXB;CDG;2019-03-20 09:54;2019-03-22 01:30:00.0;2019-03-22 06:15:00.0;
PVG964206;RU;599/23;PVG;STR;2019-03-15 15:00;2019-03-22 02:00:00.0;2019-03-21 08:00:00.0;
PVG965813;RU;599/23;PVG;FRA;2019-03-19 19:02;2019-03-22 02:00:00.0;2019-03-23 20:00:00.0;
PVG965824;RU;599/23;PVG;FRA;2019-03-19 19:02;2019-03-22 02:00:00.0;2019-03-23 20:00:00.0;
PVG963183;RU;540/23;PVG;CDG;2019-03-19 08:44;2019-03-22 02:00:00.0;2019-03-23 17:30:00.0;
PVG965819;RU;599/23;PVG;FRA;2019-03-19 18:47;2019-03-22 02:00:00.0;2019-03-23 20:00:00.0;
BOM339594;BA;095/22;BOM;YUL;2019-03-20 10:00;2019-03-22 02:15:00.0;2019-03-22 00:00:00.0;
STL954488;LH;8045;ORD;BLR;2019-03-15 20:58;2019-03-22 02:35:00.0;2019-03-19 01:50:00.0;
MAA560430;EK;0061/23;MAA;HAM;2019-03-20 10:30;2019-03-22 03:30:00.0;2019-03-23 15:00:00.0;
MAA560431;EK;0061/23;MAA;HAM;2019-03-20 10:30;2019-03-22 03:30:00.0;2019-03-23 15:00:00.0;
NUE055171;LH;8390;FRA;ICN;2019-03-20 14:53;2019-03-22 04:45:00.0;2019-03-23 00:45:00.0;
MEX480205;5Y;0603/22;MEX;KRK;2019-03-19 14:00;2019-03-22 05:00:00.0;2019-03-23 06:00:00.0;
BUH715079;LH;506/22;OTP;GRU;2019-03-20 12:00;2019-03-22 06:25:00.0;2019-03-23 05:55:00.0;
HEL706753;KL;807/22;HEL;TPE;2019-03-19 13:00;2019-03-22 07:00:00.0;2019-03-23 15:50:00.0;
MAA560429;BA;163/23;MAA;TLV;2019-03-20 10:30;2019-03-22 07:35:00.0;2019-03-23 10:35:00.0;
MHG007551;TK;1598;FRA;IST;2019-03-20 09:36;2019-03-22 07:45:00.0;2019-03-22 12:50:00.0;
PRG610352;KL;791/23;PRG;GRU;2019-03-18 13:00;2019-03-22 08:00:00.0;2019-03-23 17:10:00.0;
PNQ196511;TG;0318/22;BOM;BKK;2019-03-20 09:30;2019-03-22 08:00:00.0;2019-03-22 10:30:00.0;
MDE626002;CM;624/17;MDE;CUR;2019-03-14 14:43;2019-03-22 08:00:00.0;2019-03-22 12:00:00.0;
72968831184;QT;001/22;MDE;PTY;2019-03-19 16:28;2019-03-22 08:00:00.0;2019-03-22 12:00:00.0;
PEN498607;CV;7855/22;PEN;HAJ;2019-03-19 20:00;2019-03-22 08:00:00.0;2019-03-28 18:10:00.0;
DEL174786;KE;4152/25;DEL;STR;2019-03-20 09:30;2019-03-22 08:15:00.0;2019-03-25 10:00:00.0;
DEL174785;KE;4152/25;DEL;STR;2019-03-20 09:30;2019-03-22 08:15:00.0;2019-03-25 10:00:00.0;
DEL174783;KE;4152/25;DEL;STR;2019-03-20 09:30;2019-03-22 08:15:00.0;2019-03-25 10:00:00.0;
DEL174784;KE;4152/25;DEL;STR;2019-03-20 09:30;2019-03-22 08:15:00.0;2019-03-25 10:00:00.0;
SIN661168;SQ;106;SIN;KUL;2019-03-19 15:56;2019-03-22 08:30:00.0;2019-03-22 09:30:00.0;
NUE055659;QR;0060;MUC;KTM;2019-03-20 13:24;2019-03-22 08:40:00.0;2019-03-24 10:30:00.0;
MAA560423;QR;6410/23;MAA;STR;2019-03-18 17:55;2019-03-22 08:55:00.0;2019-03-23 20:00:00.0;
LHR325071;RV;1802/24;LHR;KIN;2019-03-20 13:00;2019-03-22 09:00:00.0;2019-03-24 09:50:00.0;
MIL149552;EY;088;MIL;BLR;2019-03-21 09:00;2019-03-22 09:00:00.0;2019-03-27 18:00:00.0;
EIN110247;UA;0071;EIN;JFK;2019-03-19 14:00;2019-03-22 09:15:00.0;2019-03-23 00:59:00.0;
00606607635;DL;107;FRA;JFK;2019-03-19 10:36;2019-03-22 09:50:00.0;2019-03-22 13:34:00.0;
POA130862;G3;7480/22;GRU;ASU;2019-03-20 10:00;2019-03-22 10:00:00.0;2019-03-22 16:00:00.0;
CWB528290;QR;458/24;CWB;BLR;2019-03-19 15:00;2019-03-22 10:00:00.0;2019-03-24 11:00:00.0;
FKB015672;LH;758;FRA;MAA;2019-03-19 15:20;2019-03-22 10:20:00.0;2019-03-23 00:10:00.0;
EIN110291;UA;021;EIN;IAH;2019-03-19 12:00;2019-03-22 10:20:00.0;2019-03-22 15:10:00.0;
EIN110364;UA;021;EIN;IAH;2019-03-20 12:00;2019-03-22 10:20:00.0;2019-03-22 15:10:00.0;
BLR879108;EK;0139/17;BLR;PRG;2019-03-13 10:00;2019-03-22 10:30:00.0;2019-03-17 12:40:00.0;
IZM960042;TK;0042/23;IZM;DUR;2019-03-20 09:00;2019-03-22 11:00:00.0;2019-03-23 13:20:00.0;
AMS102966;UX;1098;AMS;MVD;2019-03-19 08:00;2019-03-22 11:00:00.0;2019-03-23 08:50:00.0;
CDG129796;SV;126;CDG;CGK;2019-03-19 00:00;2019-03-22 11:10:00.0;2019-03-24 11:05:00.0;
CDG130034;AC;881;CDG;YYZ;2019-03-20 09:00;2019-03-22 11:30:00.0;2019-03-22 14:10:00.0;
OPO024087;CI;0731/26;OPO;PEN;2019-03-14 10:00;2019-03-22 11:30:00.0;2019-03-23 14:30:00.0;
ORD714315;CA;1050;JFK;PVG;2019-03-19 17:00;2019-03-22 11:30:00.0;2019-03-23 16:20:00.0;
BNA821147;CA;1050;JFK;PVG;2019-03-13 07:00;2019-03-22 11:30:00.0;2019-03-23 16:20:00.0;
GOT098537;BA;247/23;GOT;GRU;2019-03-20 13:00;2019-03-22 11:45:00.0;2019-03-24 06:15:00.0;
GOT098538;BA;247/23;GOT;GRU;2019-03-20 13:00;2019-03-22 11:45:00.0;2019-03-24 06:15:00.0;
GOT098539;BA;247/23;GOT;GRU;2019-03-20 13:00;2019-03-22 11:45:00.0;2019-03-24 06:15:00.0;
EIN110242;AC;825;EIN;YUL;2019-03-19 14:00;2019-03-22 11:55:00.0;2019-03-24 00:00:00.0;
STR077030;LX;196;STR;PEK;2019-03-19 08:00;2019-03-22 12:30:00.0;2019-03-23 05:15:00.0;
STR077037;LX;196;STR;PEK;2019-03-19 08:00;2019-03-22 12:30:00.0;2019-03-23 05:15:00.0;
STR077041;LX;196;STR;PEK;2019-03-19 08:00;2019-03-22 12:30:00.0;2019-03-23 05:15:00.0;
STR077065;LX;196;STR;PEK;2019-03-20 08:56;2019-03-22 12:30:00.0;2019-03-23 05:15:00.0;
STR077028;LX;196;STR;PEK;2019-03-19 15:56;2019-03-22 12:30:00.0;2019-03-23 05:15:00.0;
STR077056;LX;196;STR;PEK;2019-03-19 08:00;2019-03-22 12:30:00.0;2019-03-23 05:15:00.0;
STR077101;LH;754;STR;BLR;2019-03-20 13:52;2019-03-22 12:45:00.0;2019-03-23 01:50:00.0;
STR076774;LH;754;STR;BLR;2019-03-18 14:55;2019-03-22 12:45:00.0;2019-03-23 01:50:00.0;
STR076938;LH;754;STR;BLR;2019-03-19 09:00;2019-03-22 12:45:00.0;2019-03-23 01:50:00.0;
STR076980;LH;754;STR;BLR;2019-03-19 13:17;2019-03-22 12:45:00.0;2019-03-23 01:50:00.0;
STR076851;LH;754;STR;BLR;2019-03-18 13:26;2019-03-22 12:45:00.0;2019-03-23 01:50:00.0;
STR076855;LH;754;STR;BLR;2019-03-18 13:41;2019-03-22 12:45:00.0;2019-03-23 01:50:00.0;
STR077288;LH;754;STR;BLR;2019-03-20 13:52;2019-03-22 12:45:00.0;2019-03-23 01:50:00.0;
STR061702;LH;754;STR;BLR;2019-03-18 14:55;2019-03-22 12:45:00.0;2019-03-23 01:50:00.0;
STR076618;LH;754;STR;BLR;2019-03-18 09:36;2019-03-22 12:45:00.0;2019-03-23 01:50:00.0;
STR076697;LH;754;STR;BLR;2019-03-18 13:30;2019-03-22 12:45:00.0;2019-03-23 01:50:00.0;
STR077140;LH;754;STR;BLR;2019-03-20 10:12;2019-03-22 12:45:00.0;2019-03-23 01:50:00.0;
STR077154;LH;754;STR;BLR;2019-03-20 10:50;2019-03-22 12:45:00.0;2019-03-23 01:50:00.0;
HEL706747;FI;853/23;HEL;ORD;2019-03-19 13:00;2019-03-22 13:00:00.0;2019-03-23 18:15:00.0;
DWC609466;MS;911/22;DXB;CAI;2019-03-20 08:00;2019-03-22 13:00:00.0;2019-03-22 21:00:00.0;
SZX162504;5Y;055/24;SZX;VCP;2019-03-20 10:00;2019-03-22 13:00:00.0;2019-03-24 16:45:00.0;
SZX162502;5Y;612/22;SZX;VCP;2019-03-20 10:00;2019-03-22 13:00:00.0;2019-03-24 16:45:00.0;
MHG007542;P3;825;FRA;ATL;2019-03-19 15:09;2019-03-22 13:05:00.0;2019-03-22 17:25:00.0;
MHG007547;P3;825;FRA;ATL;2019-03-20 13:01;2019-03-22 13:05:00.0;2019-03-22 17:25:00.0;
PEN498652;D7;518/22;PEN;PUS;2019-03-19 20:00;2019-03-22 13:10:00.0;2019-03-22 18:10:00.0;
WAW120010;CA;1883/23;WAW;PVG;2019-03-19 12:00;2019-03-22 13:10:00.0;2019-03-23 22:35:00.0;
SZV016493;RU;452/22;PVG;GYE;2019-03-15 09:13;2019-03-22 13:25:00.0;2019-03-26 01:59:00.0;
PRG610383;HU;7938/22;PRG;PEK;2019-03-20 12:00;2019-03-22 13:35:00.0;2019-03-23 05:45:00.0;
STR076537;LH;8400;STR;PVG;2019-03-20 08:39;2019-03-22 13:35:00.0;2019-03-23 07:20:00.0;
PRG610382;HU;7938/22;PRG;PEK;2019-03-20 14:00;2019-03-22 13:35:00.0;2019-03-23 05:45:00.0;
BNE503387;TG;0325/23;BNE;BLR;2019-03-19 13:40;2019-03-22 14:00:00.0;2019-03-23 23:55:00.0;
ABZ660896;BA;249/24;ABZ;GIG;2019-03-20 10:00;2019-03-22 14:00:00.0;2019-03-24 20:15:00.0;
MIL149509;QR;8445;MIL;BOM;2019-03-20 17:00;2019-03-22 14:15:00.0;2019-03-23 19:00:00.0;
MIL149465;QR;8445;MIL;BOM;2019-03-20 17:00;2019-03-22 14:15:00.0;2019-03-23 19:00:00.0;
BOM339606;LH;7446/25;BOM;LJU;2019-03-20 10:00;2019-03-22 14:20:00.0;2019-03-25 10:30:00.0;
DUS014476;MS;541;DUS;CAI;2019-03-20 09:00;2019-03-22 15:00:00.0;2019-03-22 20:25:00.0;
NUE055604;CX;066;FRA;PNH;2019-03-19 00:00;2019-03-22 15:40:00.0;2019-03-24 20:35:00.0;
CVG505614;M3;8425;MIA;MAO;2019-03-18 10:41;2019-03-22 16:00:00.0;2019-03-22 21:00:00.0;
HEL706731;CV;7641/25;HEL;VCP;2019-03-15 13:00;2019-03-22 16:00:00.0;2019-03-25 21:05:00.0;
POA130864;LX;0002/24;GRU;ARN;2019-03-20 10:00;2019-03-22 16:00:00.0;2019-03-24 10:00:00.0;
01644766260;UA;687/23;ABZ;IAH;2019-03-20 07:22;2019-03-22 16:05:00.0;2019-03-23 19:00:00.0;
ABZ661001;UA;687/23;ABZ;IAH;2019-03-20 05:21;2019-03-22 16:05:00.0;2019-03-23 19:00:00.0;
ORD419043;CV;4365;ORD;LUX;2019-03-19 00:00;2019-03-22 16:10:00.0;2019-03-23 10:20:00.0;
ORD602996;CV;4365;ORD;LUX;2019-03-19 00:00;2019-03-22 16:10:00.0;2019-03-23 10:20:00.0;
06531072543;SV;168;FRA;JED;2019-03-19 00:00;2019-03-22 16:15:00.0;2019-03-22 23:40:00.0;
06531072565;SV;168;FRA;JED;2019-03-20 00:00;2019-03-22 16:15:00.0;2019-03-22 23:40:00.0;
TPE624644;BR;722/22;TPE;PVG;2019-03-20 17:00;2019-03-22 16:30:00.0;2019-03-22 18:25:00.0;
ABZ660998;BA;249/24;ABZ;GIG;2019-03-19 10:00;2019-03-22 17:00:00.0;2019-03-24 20:15:00.0;
LIS074474;KL;6910/25;LIS;VCP;2019-03-15 11:00;2019-03-22 17:00:00.0;2019-03-26 04:40:00.0;
MUC027763;RU;674;MUC;PVG;2019-03-20 12:18;2019-03-22 17:00:00.0;2019-03-25 02:05:00.0;
KRK606406;AM;008/25;WRO;MEX;2019-03-19 10:00;2019-03-22 17:00:00.0;2019-03-26 05:55:00.0;
PRG610463;LH;790/23;PRG;SIN;2019-03-20 07:00;2019-03-22 17:00:00.0;2019-03-24 17:05:00.0;
STR076942;RU;674;MUC;HKG;2019-03-19 08:00;2019-03-22 17:00:00.0;2019-03-24 22:00:00.0;
GVA946476;QT;712;GVA;BOG;2019-03-18 16:30;2019-03-22 17:00:00.0;2019-03-28 00:30:00.0;
STR077079;RU;674;MUC;HKG;2019-03-19 10:08;2019-03-22 17:00:00.0;2019-03-24 22:00:00.0;
STR077162;RU;674;MUC;HKG;2019-03-20 08:37;2019-03-22 17:00:00.0;2019-03-24 22:00:00.0;
STR077240;RU;674;MUC;HKG;2019-03-20 10:13;2019-03-22 17:00:00.0;2019-03-24 22:00:00.0;
STR077244;RU;674;MUC;HKG;2019-03-20 12:29;2019-03-22 17:00:00.0;2019-03-24 22:00:00.0;
ABZ660923;CA;001/01;LHR;EZE;2019-03-07 11:00;2019-03-22 17:00:00.0;2019-03-25 17:00:00.0;
ABZ660930;CA;001/01;LHR;EZE;2019-03-07 14:00;2019-03-22 17:00:00.0;2019-03-25 17:00:00.0;
ABZ661011;BA;249/24;ABZ;GIG;2019-03-19 16:00;2019-03-22 17:00:00.0;2019-03-24 20:15:00.0;
PRG610461;LH;790/23;PRG;SIN;2019-03-20 07:00;2019-03-22 17:00:00.0;2019-03-24 17:05:00.0;
PRG610462;LH;790/23;PRG;SIN;2019-03-20 07:00;2019-03-22 17:00:00.0;2019-03-24 17:05:00.0;
CVG505571;AA;044;JFK;CDG;2019-03-14 13:47;2019-03-22 17:20:00.0;2019-03-22 00:00:00.0;
HEL706740;AY;041/22;HEL;ICN;2019-03-20 13:00;2019-03-22 17:30:00.0;2019-03-23 09:10:00.0;
